"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
15,"Female","VN",2,2,2,2,4,3,5,5,5,4,5,4,5,4,4,0.4,0.6,1,0.87,0.87
15,"Male","IN",3,3,3,1,4,2,4,5,5,4,4,1,4,5,4,0.6,0.47,0.93,0.6,0.87
25,"Female","GB",3,4,5,3,5,3,5,5,5,3,5,4,4,5,4,0.8,0.73,1,0.8,0.87
38,"Female","US",1,1,3,5,5,5,5,5,3,5,5,1,5,5,5,0.33,1,0.87,0.73,1
17,"Female","US",1,3,2,5,5,3,4,5,2,5,5,5,3,3,4,0.4,0.87,0.73,1,0.67
19,"Male","GB",2,4,3,3,4,2,4,4,4,3,4,4,5,4,5,0.6,0.6,0.8,0.73,0.93
27,"Male","US",2,3,2,4,4,2,2,2,3,2,5,2,4,4,4,0.47,0.67,0.47,0.6,0.8
28,"Female","SE",3,2,4,3,3,3,5,5,3,3,5,3,5,5,5,0.6,0.6,0.87,0.73,1
22,"Female","KE",1,1,1,1,4,5,1,1,2,1,2,1,5,1,1,0.2,0.67,0.27,0.27,0.47
18,"Male","FI",2,4,5,3,3,3,4,3,3,3,3,3,4,4,4,0.73,0.6,0.67,0.6,0.8
29,"Female","GB",2,2,4,4,3,4,4,3,4,4,5,5,5,5,4,0.53,0.73,0.73,0.93,0.93
18,"Female","GB",2,4,2,2,2,2,4,5,3,3,4,3,4,3,3,0.53,0.4,0.8,0.67,0.67
27,"Female","GB",4,4,4,5,5,4,4,3,4,5,5,5,3,4,3,0.8,0.93,0.73,1,0.67
20,"Female","GB",4,4,4,5,5,4,4,5,5,4,5,4,5,4,4,0.8,0.93,0.93,0.87,0.87
33,"Male","IN",4,5,5,2,4,3,4,5,5,4,4,5,2,4,3,0.93,0.6,0.93,0.87,0.6
31,"Female","LK",1,1,1,1,1,5,1,4,2,4,3,2,1,5,5,0.2,0.47,0.47,0.6,0.73
24,"Male","IN",2,4,4,3,4,3,4,4,3,4,5,5,3,5,5,0.67,0.67,0.73,0.93,0.87
48,"Male","CA",5,4,5,4,3,5,4,5,5,1,2,3,5,5,5,0.93,0.8,0.93,0.4,1
24,"Male","AU",1,1,3,3,3,3,2,4,3,3,5,4,5,5,5,0.33,0.6,0.6,0.8,1
61,"Female","US",1,3,2,3,5,4,4,4,3,3,4,5,5,3,3,0.4,0.8,0.73,0.8,0.73
31,"Female","GB",3,4,3,3,3,4,5,5,5,3,3,4,4,3,3,0.67,0.67,1,0.67,0.67
30,"Female","FR",3,3,5,3,5,3,4,5,4,2,3,2,5,4,4,0.73,0.73,0.87,0.47,0.87
35,"Male","CA",2,2,3,5,5,1,4,5,3,4,3,1,5,4,5,0.47,0.73,0.8,0.53,0.93
20,"Female","VN",2,4,2,1,2,1,5,5,2,5,5,4,5,4,5,0.53,0.27,0.8,0.93,0.93
49,"Female","US",5,5,5,4,3,2,5,5,5,3,4,4,5,3,3,1,0.6,1,0.73,0.73
20,"Female","RS",4,3,5,2,3,1,3,5,4,2,4,4,5,5,3,0.8,0.4,0.8,0.67,0.87
17,"Female","PH",4,5,4,4,4,3,5,4,5,4,5,4,4,4,3,0.87,0.73,0.93,0.87,0.73
22,"Female","US",5,4,5,5,5,5,4,5,5,3,4,2,5,3,4,0.93,1,0.93,0.6,0.8
31,"Female","US",2,3,3,3,5,1,3,4,4,4,4,3,5,5,5,0.53,0.6,0.73,0.73,1
17,"Female","JP",5,1,2,5,5,3,5,5,3,3,5,1,4,4,5,0.53,0.87,0.87,0.6,0.87
51,"Female","US",2,5,3,1,4,2,5,5,5,2,5,1,5,5,5,0.67,0.47,1,0.53,1
20,"Male","US",2,3,2,2,3,1,4,3,2,2,4,4,4,5,3,0.47,0.4,0.6,0.67,0.8
31,"Female","GB",5,5,5,1,1,1,4,2,3,3,4,4,5,2,5,1,0.2,0.6,0.73,0.8
18,"Other","CA",2,3,2,4,5,5,4,4,4,2,4,4,4,3,3,0.47,0.93,0.8,0.67,0.67
21,"Male","US",3,4,4,3,2,4,5,4,4,2,4,2,5,5,5,0.73,0.6,0.87,0.53,1
23,"Female","IN",3,2,1,5,5,5,5,4,4,3,2,3,4,4,3,0.4,1,0.87,0.53,0.73
19,"Female","BE",1,2,3,4,4,2,4,1,2,3,4,2,4,5,5,0.4,0.67,0.47,0.6,0.93
32,"Male","CA",3,3,2,3,3,3,3,4,3,3,3,3,3,5,3,0.53,0.6,0.67,0.6,0.73
45,"Female","US",3,4,5,3,3,4,5,5,5,5,5,4,5,4,4,0.8,0.67,1,0.93,0.87
35,"Female","GB",3,4,4,4,4,3,4,5,4,4,4,5,5,5,5,0.73,0.73,0.87,0.87,1
45,"Female","US",3,5,5,3,3,3,5,5,4,3,4,4,5,4,5,0.87,0.6,0.93,0.73,0.93
20,"Female","US",1,1,1,5,5,1,1,1,1,2,4,5,5,5,2,0.2,0.73,0.2,0.73,0.8
22,"Female","US",2,3,4,2,5,3,4,5,2,4,4,4,5,4,4,0.6,0.67,0.73,0.8,0.87
21,"Female","US",4,4,4,5,5,5,5,5,3,5,5,5,5,3,4,0.8,1,0.87,1,0.8
21,"Male","US",4,5,4,4,5,4,5,4,3,2,2,2,5,4,5,0.87,0.87,0.8,0.4,0.93
23,"Female","GB",5,5,5,5,4,5,5,4,5,5,4,5,5,5,4,1,0.93,0.93,0.93,0.93
17,"Female","SG",2,2,3,3,4,4,4,4,3,2,4,2,4,3,3,0.47,0.73,0.73,0.53,0.67
24,"Female","GB",3,4,4,3,3,2,4,4,3,4,4,4,4,4,4,0.73,0.53,0.73,0.8,0.8
17,"Female","US",3,4,3,4,5,4,3,4,3,4,5,4,4,4,4,0.67,0.87,0.67,0.87,0.8
23,"Male","US",4,5,4,3,3,3,4,4,4,5,4,4,4,5,5,0.87,0.6,0.8,0.87,0.93
17,"Male","US",3,5,4,3,5,1,5,5,5,4,4,2,5,4,4,0.8,0.6,1,0.67,0.87
17,"Male","US",3,5,4,1,3,1,5,3,5,5,4,4,4,5,5,0.8,0.33,0.87,0.87,0.93
17,"Male","US",2,5,4,2,4,2,5,5,5,4,5,4,4,5,4,0.73,0.53,1,0.87,0.87
17,"Female","US",4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,0.8,0.67,0.8,0.73,0.67
16,"Female","SE",3,4,4,3,5,3,4,4,3,3,5,4,4,4,3,0.73,0.73,0.73,0.8,0.73
13,"Female","US",2,5,5,3,5,1,5,5,5,4,5,5,5,5,5,0.8,0.6,1,0.93,1
13,"Male","US",1,3,2,5,5,4,5,4,5,2,5,2,5,5,5,0.4,0.93,0.93,0.6,1
17,"Female","US",3,4,3,4,3,2,5,5,4,4,3,2,2,3,3,0.67,0.6,0.93,0.6,0.53
18,"Female","US",4,5,5,4,4,3,5,2,5,3,2,3,2,5,4,0.93,0.73,0.8,0.53,0.73
27,"Male","US",4,4,4,2,2,1,5,5,5,4,4,5,3,3,4,0.8,0.33,1,0.87,0.67
31,"Female","US",2,3,3,4,5,2,4,5,3,4,5,4,3,5,3,0.53,0.73,0.8,0.87,0.73
27,"Female","GB",1,4,5,3,3,2,4,4,4,3,4,4,4,4,4,0.67,0.53,0.8,0.73,0.8
20,"Female","PH",2,3,3,4,4,4,3,4,4,2,2,2,3,3,4,0.53,0.8,0.73,0.4,0.67
19,"Male","US",4,3,5,4,5,4,4,5,4,2,5,2,5,2,4,0.8,0.87,0.87,0.6,0.73
21,"Female","US",5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,1,1,1,0.8,1
26,"Female","US",3,2,2,1,4,1,3,3,3,5,4,3,4,3,5,0.47,0.4,0.6,0.8,0.8
20,"Female","US",4,3,4,5,5,5,4,4,4,5,5,5,4,4,4,0.73,1,0.8,1,0.8
17,"Female","US",3,5,4,4,5,4,5,5,4,4,4,4,4,4,4,0.8,0.87,0.93,0.8,0.8
14,"Male","US",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2
18,"Male","US",4,5,4,1,1,1,4,1,4,4,4,4,3,5,4,0.87,0.2,0.6,0.8,0.8
17,"Female","US",4,3,4,5,5,4,4,5,4,3,5,3,5,4,5,0.73,0.93,0.87,0.73,0.93
18,"Male","US",4,3,3,1,3,4,4,4,2,3,4,4,3,3,3,0.67,0.53,0.67,0.73,0.6
21,"Female","US",4,4,4,4,5,4,3,4,1,3,3,3,4,3,5,0.8,0.87,0.53,0.6,0.8
18,"Male","US",3,5,4,4,5,2,5,5,5,3,5,4,3,3,4,0.8,0.73,1,0.8,0.67
18,"Female","US",3,4,4,3,4,3,4,4,4,2,3,3,3,2,3,0.73,0.67,0.8,0.53,0.53
19,"Male","US",1,3,2,1,3,2,2,2,4,3,5,3,4,5,5,0.4,0.4,0.53,0.73,0.93
18,"Female","US",4,3,4,2,4,3,5,5,5,5,5,2,5,5,5,0.73,0.6,1,0.8,1
55,"Male","US",1,3,3,2,3,2,4,4,4,4,4,4,4,5,4,0.47,0.47,0.8,0.8,0.87
39,"Female","US",4,5,4,3,4,1,5,5,5,5,4,5,1,4,3,0.87,0.53,1,0.93,0.53
39,"Male","US",3,2,2,5,5,5,2,3,4,5,5,5,3,5,4,0.47,1,0.6,1,0.8
29,"Male","US",1,2,1,2,4,1,4,5,5,5,5,5,4,5,4,0.27,0.47,0.93,1,0.87
26,"Female","US",2,4,3,2,2,3,4,5,5,2,5,3,5,2,4,0.6,0.47,0.93,0.67,0.73
47,"Male","ZA",5,4,5,4,5,2,5,5,5,2,5,2,4,2,5,0.93,0.73,1,0.6,0.73
53,"Female","US",1,3,4,3,3,3,4,5,5,5,5,5,4,3,4,0.53,0.6,0.93,1,0.73
17,"Female","RO",3,2,2,5,5,3,4,3,3,3,4,4,2,3,3,0.47,0.87,0.67,0.73,0.53
19,"Male","CA",3,5,5,1,1,1,5,4,4,3,4,2,5,5,5,0.87,0.2,0.87,0.6,1
49,"Female","US",1,5,5,2,2,1,5,5,5,4,3,4,2,5,5,0.73,0.33,1,0.73,0.8
32,"Male","PT",2,3,3,4,4,4,4,4,4,2,4,3,4,4,4,0.53,0.8,0.8,0.6,0.8
27,"Female","MY",1,3,2,5,4,4,3,3,3,4,2,2,4,4,3,0.4,0.87,0.6,0.53,0.73
22,"Female","MY",1,2,1,5,5,5,4,5,1,2,3,1,4,4,1,0.27,1,0.67,0.4,0.6
28,"Male","US",2,2,2,1,1,1,3,2,3,3,5,4,4,5,4,0.4,0.2,0.53,0.8,0.87
20,"Male","US",4,5,4,2,3,4,4,5,4,2,5,4,5,5,5,0.87,0.6,0.87,0.73,1
27,"Female","US",4,5,5,5,5,5,5,5,5,2,5,4,5,4,5,0.93,1,1,0.73,0.93
18,"Male","GB",3,5,5,4,5,5,5,4,5,2,3,3,3,4,2,0.87,0.93,0.93,0.53,0.6
22,"Female","US",2,4,4,5,5,5,5,5,3,3,3,3,5,3,4,0.67,1,0.87,0.6,0.8
22,"Other","US",3,2,4,5,4,5,3,4,3,1,4,4,5,3,5,0.6,0.93,0.67,0.6,0.87
26,"Male","US",2,2,2,1,3,2,4,4,4,4,5,3,3,5,3,0.4,0.4,0.8,0.8,0.73
44,"Female","US",1,3,3,4,4,3,3,3,4,5,5,4,5,4,4,0.47,0.73,0.67,0.93,0.87
21,"Male","US",3,4,5,4,5,3,5,1,4,3,5,3,5,4,5,0.8,0.8,0.67,0.73,0.93
26,"Female","GB",3,4,4,2,5,3,5,4,5,5,5,5,5,4,5,0.73,0.67,0.93,1,0.93
18,"Male","PK",1,1,1,2,5,5,1,5,5,3,5,4,3,5,4,0.2,0.8,0.73,0.8,0.8
19,"Female","US",1,3,3,5,5,5,4,4,4,3,5,4,5,1,5,0.47,1,0.8,0.8,0.73
32,"Female","US",1,1,4,4,5,2,4,3,2,5,4,5,5,3,4,0.4,0.73,0.6,0.93,0.8
25,"Male","US",3,4,5,1,3,1,4,3,5,5,4,4,4,5,5,0.8,0.33,0.8,0.87,0.93
13,"Male","US",2,4,4,3,5,3,4,5,4,3,4,4,4,4,5,0.67,0.73,0.87,0.73,0.87
38,"Female","US",2,3,4,2,3,2,4,4,3,4,2,3,3,5,4,0.6,0.47,0.73,0.6,0.8
27,"Male","US",3,3,3,1,2,1,4,4,2,4,4,2,4,5,4,0.6,0.27,0.67,0.67,0.87
22,"Female","US",3,5,4,2,2,2,5,4,5,2,5,2,5,4,4,0.8,0.4,0.93,0.6,0.87
34,"Male","US",3,5,4,2,2,2,4,4,4,5,5,3,4,5,5,0.8,0.4,0.8,0.87,0.93
23,"Female","US",2,4,3,3,4,2,5,4,4,4,4,3,4,4,3,0.6,0.6,0.87,0.73,0.73
29,"Female","US",2,5,4,4,4,2,1,4,4,2,3,4,4,4,4,0.73,0.67,0.6,0.6,0.8
18,"Female","IN",3,3,4,3,5,4,4,1,2,4,4,3,5,4,4,0.67,0.8,0.47,0.73,0.87
22,"Female","US",1,3,2,1,2,2,5,5,4,3,5,4,4,4,4,0.4,0.33,0.93,0.8,0.8
32,"Female","UG",1,3,2,4,4,3,5,5,4,4,5,5,5,5,5,0.4,0.73,0.93,0.93,1
15,"Female","US",2,3,2,5,4,4,4,4,4,1,2,2,4,4,4,0.47,0.87,0.8,0.33,0.8
15,"Female","CA",5,4,4,3,1,4,4,5,3,1,2,1,4,4,5,0.87,0.53,0.8,0.27,0.87
45,"Female","US",4,4,5,2,5,4,4,5,5,2,4,4,4,4,4,0.87,0.73,0.93,0.67,0.8
22,"Female","PL",2,3,3,1,3,4,5,5,1,2,5,1,5,5,5,0.53,0.53,0.73,0.53,1
20,"Female","US",1,4,2,3,5,1,5,5,5,3,5,5,4,4,4,0.47,0.6,1,0.87,0.8
20,"Female","PK",1,1,1,2,4,5,1,3,4,3,2,4,3,5,5,0.2,0.73,0.53,0.6,0.87
23,"Male","US",2,4,5,1,2,1,5,5,4,4,5,1,5,5,4,0.73,0.27,0.93,0.67,0.93
28,"Male","US",2,5,5,1,1,1,5,4,5,4,2,2,5,4,5,0.8,0.2,0.93,0.53,0.93
18,"Male","US",3,3,4,2,2,2,4,2,4,3,3,4,3,4,4,0.67,0.4,0.67,0.67,0.73
23,"Female","IN",1,2,1,2,5,4,4,4,3,3,5,1,5,3,1,0.27,0.73,0.73,0.6,0.6
19,"Female","GB",2,5,2,2,3,2,5,5,3,3,5,4,5,4,4,0.6,0.47,0.87,0.8,0.87
23,"Male","IN",3,4,3,3,4,3,4,5,4,5,4,3,4,5,5,0.67,0.67,0.87,0.8,0.93
28,"Female","US",2,2,4,4,4,3,3,4,3,4,4,4,4,4,5,0.53,0.73,0.67,0.8,0.87
22,"Male","US",2,3,4,5,4,3,5,3,1,4,4,5,2,1,5,0.6,0.8,0.6,0.87,0.53
22,"Male","US",3,5,3,1,1,1,4,3,4,4,4,2,3,4,3,0.73,0.2,0.73,0.67,0.67
19,"Female","US",1,2,2,4,5,3,2,2,5,3,4,4,5,4,5,0.33,0.8,0.6,0.73,0.93
22,"Male","NO",3,4,4,4,4,1,5,4,3,4,5,3,5,4,5,0.73,0.6,0.8,0.8,0.93
24,"Female","GB",3,3,5,3,4,3,5,4,4,2,4,3,3,5,3,0.73,0.67,0.87,0.6,0.73
21,"Female","IN",1,2,1,5,5,5,4,5,5,2,5,2,4,2,1,0.27,1,0.93,0.6,0.47
1986,"Female","US",4,5,4,3,5,1,5,5,5,3,5,1,5,5,5,0.87,0.6,1,0.6,1
29,"Female","US",2,3,3,4,4,3,5,3,3,4,5,5,5,4,3,0.53,0.73,0.73,0.93,0.8
21,"Male","IN",2,3,2,2,2,2,4,4,3,4,4,3,4,4,2,0.47,0.4,0.73,0.73,0.67
20,"Female","US",1,5,4,3,5,2,5,5,3,3,5,5,4,4,3,0.67,0.67,0.87,0.87,0.73
16,"Female","CA",2,3,2,5,5,3,3,1,3,4,4,4,4,4,3,0.47,0.87,0.47,0.8,0.73
27,"Other","GB",4,5,4,2,4,4,5,5,4,4,3,3,5,5,5,0.87,0.67,0.93,0.67,1
27,"Male","US",3,5,5,1,5,1,3,5,5,3,5,4,3,5,3,0.87,0.47,0.87,0.8,0.73
21,"Female","US",5,5,5,4,5,5,5,5,4,3,4,1,5,4,5,1,0.93,0.93,0.53,0.93
14,"Male","RS",5,5,5,4,2,2,5,1,5,2,2,1,5,5,5,1,0.53,0.73,0.33,1
49,"Female","US",4,5,4,3,3,1,4,4,4,4,4,4,4,4,4,0.87,0.47,0.8,0.8,0.8
36,"Male","US",1,5,5,1,1,1,5,5,5,4,5,5,1,5,1,0.73,0.2,1,0.93,0.47
29,"Male","US",1,3,1,1,5,1,5,5,5,3,5,5,4,4,4,0.33,0.47,1,0.87,0.8
17,"Female","US",5,3,5,5,5,3,4,5,5,5,5,4,5,5,4,0.87,0.87,0.93,0.93,0.93
45,"Female","US",3,5,5,5,5,3,5,5,5,4,2,5,4,2,4,0.87,0.87,1,0.73,0.67
15,"Female","BR",1,1,1,1,5,2,3,4,3,2,4,3,3,4,4,0.2,0.53,0.67,0.6,0.73
23,"Male","US",4,5,5,1,3,1,5,5,5,4,4,4,4,5,5,0.93,0.33,1,0.8,0.93
18,"Female","BG",2,2,3,4,5,5,4,5,4,2,3,1,5,4,4,0.47,0.93,0.87,0.4,0.87
19,"Female","US",1,1,1,3,5,3,4,5,4,3,4,4,4,4,1,0.2,0.73,0.87,0.73,0.6
29,"Male","US",2,5,3,3,4,5,4,5,4,2,5,5,4,4,5,0.67,0.8,0.87,0.8,0.87
26,"Male","NL",3,5,4,5,5,4,4,5,5,3,5,5,5,5,5,0.8,0.93,0.93,0.87,1
31,"Female","US",5,5,4,5,3,3,4,4,5,5,5,5,3,4,4,0.93,0.73,0.87,1,0.73
16,"Female","IE",1,5,3,5,5,5,5,4,3,3,1,1,2,3,3,0.6,1,0.8,0.33,0.53
48,"Female","US",1,2,1,3,3,3,3,3,1,3,4,3,5,4,3,0.27,0.6,0.47,0.67,0.8
14,"Male","GB",3,3,5,5,5,4,4,5,5,3,1,4,3,4,3,0.73,0.93,0.93,0.53,0.67
22,"Female","US",3,5,5,3,3,1,5,5,4,4,3,3,3,4,3,0.87,0.47,0.93,0.67,0.67
16,"Female","GB",5,5,5,2,5,1,5,5,5,1,5,1,5,4,5,1,0.53,1,0.47,0.93
30,"Female","DE",2,4,1,1,3,4,4,5,5,4,5,3,4,5,4,0.47,0.53,0.93,0.8,0.87
23,"Female","IN",3,3,3,1,4,3,5,5,5,2,5,5,3,5,3,0.6,0.53,1,0.8,0.73
19,"Female","US",1,3,3,5,5,5,3,3,3,4,3,1,5,3,3,0.47,1,0.6,0.53,0.73
21,"Female","US",3,3,5,5,5,2,4,5,3,4,5,4,5,4,3,0.73,0.8,0.8,0.87,0.8
21,"Female","US",1,3,4,4,4,4,5,5,5,4,4,4,5,5,5,0.53,0.8,1,0.8,1
20,"Female","US",3,5,4,3,4,2,5,4,4,4,4,4,2,3,3,0.8,0.6,0.87,0.8,0.53
16,"Female","IN",5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,1,1,1,0.8,1
24,"Male","GR",3,5,2,3,3,2,2,4,3,4,5,5,5,5,5,0.67,0.53,0.6,0.93,1
21,"Female","US",5,5,5,4,3,2,5,4,5,2,4,1,5,4,5,1,0.6,0.93,0.47,0.93
34,"Female","US",5,5,5,3,4,2,4,5,5,3,4,3,4,4,4,1,0.6,0.93,0.67,0.8
15,"Female","US",3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,0.67,0.67,0.6,0.6,0.67
30,"Female","US",3,5,5,5,5,3,5,4,4,5,3,4,5,5,4,0.87,0.87,0.87,0.8,0.93
17,"Female","US",2,3,4,3,4,1,3,2,1,5,5,4,4,5,5,0.6,0.53,0.4,0.93,0.93
53,"Female","US",2,1,3,3,4,1,4,5,3,3,4,2,5,5,5,0.4,0.53,0.8,0.6,1
18,"Female","US",4,4,4,3,4,5,5,2,3,1,2,2,4,5,5,0.8,0.8,0.67,0.33,0.93
21,"Female","US",4,3,4,4,5,4,4,4,4,3,4,5,4,5,4,0.73,0.87,0.8,0.8,0.87
50,"Female","US",2,2,4,4,4,4,4,5,2,2,4,2,4,2,5,0.53,0.8,0.73,0.53,0.73
19,"Female","US",3,1,3,4,4,4,4,3,3,2,4,1,5,5,4,0.47,0.8,0.67,0.47,0.93
18,"Female","NL",2,2,2,5,5,4,4,2,2,4,4,4,5,5,5,0.4,0.93,0.53,0.8,1
50,"Female","US",2,5,5,1,2,2,5,5,5,2,5,4,5,5,5,0.8,0.33,1,0.73,1
27,"Female","US",4,4,5,4,4,2,4,2,4,3,3,4,5,3,3,0.87,0.67,0.67,0.67,0.73
46,"Male","US",1,3,3,3,3,3,3,5,4,4,4,4,3,4,3,0.47,0.6,0.8,0.8,0.67
21,"Male","PR",4,4,3,1,2,1,4,4,4,5,4,4,4,5,4,0.73,0.27,0.8,0.87,0.87
21,"Female","US",3,3,3,3,1,3,2,3,4,4,4,4,4,5,5,0.6,0.47,0.6,0.8,0.93
23,"Male","US",4,5,4,2,5,4,4,3,3,2,4,4,4,5,5,0.87,0.73,0.67,0.67,0.93
21,"Female","CA",1,2,2,4,5,1,3,1,3,3,2,2,4,3,3,0.33,0.67,0.47,0.47,0.67
13,"Female","US",2,4,4,4,4,4,4,3,3,2,2,3,4,3,4,0.67,0.8,0.67,0.47,0.73
51,"Male","US",3,3,1,3,3,5,3,3,2,4,4,4,4,4,4,0.47,0.73,0.53,0.8,0.8
39,"Male","DK",2,3,3,4,4,5,2,4,2,2,5,1,5,5,5,0.53,0.87,0.53,0.53,1
16,"Unanswered","US",4,4,5,4,2,2,4,3,4,3,3,3,4,3,2,0.87,0.53,0.73,0.6,0.6
44,"Female","US",3,4,3,3,2,2,3,4,4,5,3,4,4,4,4,0.67,0.47,0.73,0.8,0.8
18,"Male","US",4,4,5,5,3,3,5,2,5,2,2,4,4,1,5,0.87,0.73,0.8,0.53,0.67
24,"Male","GB",2,3,4,3,5,2,4,4,3,3,4,2,4,5,3,0.6,0.67,0.73,0.6,0.8
19,"Female","BR",1,2,2,5,4,4,4,5,4,1,4,4,2,4,2,0.33,0.87,0.87,0.6,0.53
20,"Female","ES",1,2,1,3,4,4,2,2,3,3,3,4,4,4,2,0.27,0.73,0.47,0.67,0.67
37,"Male","US",3,3,4,3,4,3,3,4,4,3,4,3,3,4,3,0.67,0.67,0.73,0.67,0.67
32,"Female","US",2,4,4,2,2,1,4,4,4,5,5,4,2,5,2,0.67,0.33,0.8,0.93,0.6
55,"Female","US",4,5,4,5,5,5,5,3,3,4,4,4,5,3,5,0.87,1,0.73,0.8,0.87
25,"Female","US",3,3,4,5,5,2,3,5,4,4,3,3,4,5,4,0.67,0.8,0.8,0.67,0.87
22,"Male","DK",3,5,5,5,4,5,3,4,3,5,5,5,3,5,4,0.87,0.93,0.67,1,0.8
18,"Female","US",4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,0.8,0.67,0.8,0.73,0.73
41,"Female","CH",4,5,5,1,4,1,4,5,5,3,4,2,4,5,3,0.93,0.4,0.93,0.6,0.8
56,"Female","US",2,2,2,2,4,2,3,4,4,3,3,4,2,2,3,0.4,0.53,0.73,0.67,0.47
23,"Male","US",4,4,4,3,4,4,1,1,5,5,5,5,5,5,5,0.8,0.73,0.47,1,1
34,"Male","US",5,1,5,5,3,2,4,3,5,4,5,5,5,5,5,0.73,0.67,0.8,0.93,1
34,"Female","IT",1,2,1,2,3,1,5,5,1,3,4,2,3,4,3,0.27,0.4,0.73,0.6,0.67
23,"Female","GB",1,3,3,4,5,3,4,4,4,3,4,5,5,5,4,0.47,0.8,0.8,0.8,0.93
16,"Female","US",3,2,2,1,1,2,3,5,4,5,4,4,5,4,4,0.47,0.27,0.8,0.87,0.87
30,"Female","US",3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,0.73,0.8,0.73,0.8,0.87
21,"Female","GB",4,5,5,3,4,4,5,4,5,4,4,4,3,5,4,0.93,0.73,0.93,0.8,0.8
29,"Female","US",2,5,4,2,5,2,5,5,3,2,4,1,3,4,3,0.73,0.6,0.87,0.47,0.67
28,"Female","US",3,5,5,2,4,1,5,5,4,4,4,3,5,3,5,0.87,0.47,0.93,0.73,0.87
50,"Female","ID",1,2,2,4,4,2,5,5,3,5,5,5,3,4,3,0.33,0.67,0.87,1,0.67
21,"Female","US",4,5,4,3,3,1,2,3,5,3,4,5,4,5,4,0.87,0.47,0.67,0.8,0.87
38,"Male","US",3,3,3,2,3,1,4,5,4,4,5,5,4,4,3,0.6,0.4,0.87,0.93,0.73
18,"Female","US",3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,0.73,0.67,0.8,0.73,0.8
51,"Female","US",2,5,4,3,3,3,4,4,5,4,4,4,5,4,5,0.73,0.6,0.87,0.8,0.93
18,"Female","US",3,2,4,5,5,5,4,4,2,4,4,4,4,4,4,0.6,1,0.67,0.8,0.8
21,"Female","GB",1,3,2,2,3,3,3,3,3,4,5,5,5,5,3,0.4,0.53,0.6,0.93,0.87
21,"Male","US",1,3,2,1,2,5,3,2,5,2,5,2,4,4,4,0.4,0.53,0.67,0.6,0.8
39,"Female","US",5,5,5,1,1,2,5,5,5,4,1,5,4,4,5,1,0.27,1,0.67,0.87
18,"Female","US",1,3,1,3,3,1,5,4,4,2,4,1,2,4,1,0.33,0.47,0.87,0.47,0.47
19,"Female","US",1,3,2,4,5,3,4,5,3,3,5,3,4,4,3,0.4,0.8,0.8,0.73,0.73
32,"Female","US",3,5,4,2,4,3,4,5,4,3,5,3,4,5,3,0.8,0.6,0.87,0.73,0.8
17,"Female","RO",4,4,4,3,4,2,4,4,3,4,4,2,2,3,4,0.8,0.6,0.73,0.67,0.6
18,"Female","CA",2,3,1,5,4,5,4,5,5,5,5,5,2,4,2,0.4,0.93,0.93,1,0.53
18,"Female","US",2,2,2,3,3,4,4,5,4,3,5,3,5,4,5,0.4,0.67,0.87,0.73,0.93
75,"Female","US",1,3,3,3,5,4,5,5,4,3,4,3,3,5,4,0.47,0.8,0.93,0.67,0.8
58,"Female","FI",3,4,4,3,4,3,5,4,4,2,4,2,5,4,5,0.73,0.67,0.87,0.53,0.93
53,"Male","US",3,5,5,1,1,1,2,4,5,5,5,5,1,5,5,0.87,0.2,0.73,1,0.73
17,"Female","AU",2,3,4,5,5,3,3,2,2,5,5,5,5,4,4,0.6,0.87,0.47,1,0.87
17,"Female","US",1,2,2,1,4,1,2,5,3,1,2,2,5,3,5,0.33,0.4,0.67,0.33,0.87
32,"Female","GB",3,1,3,5,5,5,3,5,3,1,4,2,5,1,3,0.47,1,0.73,0.47,0.6
24,"Male","US",3,3,4,2,4,1,5,4,4,4,5,4,4,5,5,0.67,0.47,0.87,0.87,0.93
17,"Female","US",4,3,4,5,5,5,5,5,4,2,5,1,5,4,5,0.73,1,0.93,0.53,0.93
23,"Female","IN",3,4,4,1,2,2,2,2,4,2,4,2,2,4,2,0.73,0.33,0.53,0.53,0.53
16,"Female","US",3,4,4,5,5,4,4,5,4,2,2,4,4,4,2,0.73,0.93,0.87,0.53,0.67
30,"Female","US",2,4,3,3,4,2,4,5,4,3,4,3,4,3,4,0.6,0.6,0.87,0.67,0.73
24,"Female","PR",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
24,"Female","US",4,4,4,5,5,3,4,5,2,3,5,3,3,4,5,0.8,0.87,0.73,0.73,0.8
17,"Female","AU",4,4,5,2,3,2,4,5,4,5,5,4,5,5,5,0.87,0.47,0.87,0.93,1
15,"Female","US",4,5,4,5,5,4,5,4,3,1,4,5,5,4,4,0.87,0.93,0.8,0.67,0.87
16,"Female","AU",4,5,5,4,4,2,5,4,4,5,4,4,2,4,5,0.93,0.67,0.87,0.87,0.73
